,,Curriculum,,Normal,
3217,,0.015,,0.024,0.024
3218,,0.054,,0.003,0.003
3219,,0.015,,0.023,0.023
3220,,0.01,1.083,0.002,0.002
3221,,0.013,,0.046,0.046
3222,,0.054,,0.023,0.023
3223,,0.045,,0.004,0.004
3224,,0.014,,0.017,0.017
3225,,0.021,,0.008,0.008
3226,,0.183,,0.001,0.001
3227,,0.124,,0.004,0.004
3228,,0.008,,0.043,0.043
3229,,0.017,,0.036,0.036
3230,,0.004,,0.035,0.035
3231,,0.06,,0.04,0.04
3232,,0.012,,0.006,0.006
3233,,0.024,,0.018,0.018
3234,,0.014,,0.008,0.008
3235,,0.034,,0.041,0.041
3236,,0.017,,0.003,0.003
3237,,0.009,,0.015,0.015
3238,,0.011,,0.026,0.026
3239,,0.004,,0.02,0.02
3240,,0.17,0.838,0.015,0.015
3241,,0.015,,0.032,0.032
3242,,0.018,,0.009,0.009
3243,,0.017,,0.006,0.006
3244,,0.029,,0.014,0.014
3245,,0.085,,0.1,0.1
3246,,0.029,,0.003,0.003
3247,,0.03,,0.007,0.007
3248,,0.013,,0.01,0.01
3249,,0.008,,0.035,0.035
3250,,0.01,,0.022,0.022
3251,,0.025,,0.001,0.001
3252,,0.009,,0.047,0.047
3253,,0.025,,0.016,0.016
3254,,0.012,,0.02,0.02
3255,,0.013,,0.003,0.003
3256,,0.004,,0.022,0.022
3257,,0.008,,0.082,0.082
3258,,0.729,,0.023,0.023
3259,,0.212,,0.004,0.004
3260,,0.001,1.292,0.865,0.865
3261,,0.006,,0.008,0.008
3262,,0.132,,0.231,0.231
3263,,0.007,,0.037,0.037
3264,,0.009,,0.002,0.002
3265,,0.018,,0.006,0.006
3266,,0.083,,0.005,0.005
3267,,0.022,,0.026,0.026
3268,,0.042,,0.024,0.024
3269,,0.057,,0.004,0.004
3270,,0.05,,0.005,0.005
3271,,0.016,,0.499,0.499
3272,,0.006,,0.043,0.043
3273,,0.01,,0.049,0.049
3274,,0.031,,0.057,0.057
3275,,0.016,,0.025,0.025
3276,,0.098,,0.008,0.008
3277,,0.008,,0.123,0.123
3278,,0.022,,0.067,0.067
3279,,0.02,,0.031,0.031
3280,,0.011,0.664,0.03,0.03
3281,,0.007,,0.066,0.066
3282,,0.007,,0.186,0.186
3283,,0.004,,0.068,0.068
3284,,0.019,,0.166,0.166
3285,,0.021,,0.075,0.075
3286,,0.049,,0.054,0.054
3287,,0.006,,0.031,0.031
3288,,0.161,,0.043,0.043
3289,,0.001,,0.033,0.033
3290,,0.024,,0.008,0.008
3291,,0.003,,0.033,0.033
3292,,0.011,,0.09,0.09
3293,,0.017,,0.025,0.025
3294,,0.013,,0.038,0.038
3295,,0.019,,0.017,0.017
3296,,0.181,,0.041,0.041
3297,,0.025,,0.038,0.038
3298,,0.031,,0.073,0.073
3299,,0.055,,0.016,0.016
3300,,0.02,0.674,0.03,0.03
3301,,0.157,,0.021,0.021
3302,,0.049,,0.046,0.046
3303,,0.036,,0.097,0.097
3304,,0.007,,0.008,0.008
3305,,0.032,,0.007,0.007
3306,,0.014,,0.035,0.035
3307,,0.019,,0.008,0.008
3308,,0.043,,0.052,0.052
3309,,0.036,,0.127,0.127
3310,,0.027,,0.061,0.061
3311,,0.021,,0.016,0.016
3312,,0.02,,0.063,0.063
3313,,0.156,,0.006,0.006
3314,,0.006,,0.021,0.021
3315,,0.019,,0.052,0.052
3316,,0.005,,0.207,0.207
3317,,0.003,,0.029,0.029
3318,,0.012,,0.018,0.018
3319,,0.007,,0.167,0.167
3320,,0.004,0.673,0.221,0.221
3321,,0.005,,0.024,0.024
3322,,0.005,,0.041,0.041
3323,,0.272,,0.039,0.039
3324,,0.079,,0.061,0.061
3325,,0.014,,0.494,0.494
3326,,0.072,,0.015,0.015
3327,,0.004,,0.027,0.027
3328,,0.094,,0.05,0.05
3329,,0.01,,0.014,0.014
3330,,0.015,,0.082,0.082
3331,,0.002,,0.09,0.09
3332,,0.001,,0.067,0.067
3333,,0.013,,0.034,0.034
3334,,0.045,,0.095,0.095
3335,,0.029,,0.028,0.028
3336,,0.009,,0.129,0.129
3337,,0.013,,0.026,0.026
3338,,0.057,,0.063,0.063
3339,,0.008,,0.029,0.029
3340,,0.005,0.752,0.155,0.155
3341,,0.014,,0.185,0.185
3342,,0.03,,0.011,0.011
3343,,0.003,,0.059,0.059
3344,,0.05,,0.049,0.049
3345,,0.004,,0.184,0.184
3346,,0.121,,0.07,0.07
3347,,0.194,,0.087,0.087
3348,,0.026,,0.021,0.021
3349,,0.057,,0.052,0.052
3350,,0.018,,0.197,0.197
3351,,0.042,,0.051,0.051
3352,,0.058,,0.136,0.136
3353,,0.061,,0.025,0.025
3354,,0.027,,0.115,0.115
3355,,0.02,,0.015,0.015
3356,,0.051,,0.151,0.151
3357,,0.006,,0.081,0.081
3358,,0.008,,0.021,0.021
3359,,0.002,,0.048,0.048
3360,,0.049,0.841,0.119,0.119
3361,,0.038,,0.083,0.083
3362,,0.002,,0.018,0.018
3363,,0.005,,0.119,0.119
3364,,0.09,,0.161,0.161
3365,,0.021,,0.052,0.052
3366,,0.134,,0.01,0.01
3367,,0.036,,0.008,0.008
3368,,0.038,,0.031,0.031
3369,,0.09,,0.01,0.01
3370,,0.045,,0.01,0.01
3371,,0.03,,0.036,0.036
3372,,0.049,,0.043,0.043
3373,,0.019,,0.107,0.107
3374,,0.06,,0.026,0.026
3375,,0.458,,0.007,0.007
3376,,0.108,,0.016,0.016
3377,,0.045,,0.003,0.003
3378,,0.046,,0.079,0.079
3379,,0.01,,0.08,0.08
3380,,0.063,1.387,0.035,0.035
3381,,0.03,,0.009,0.009
3382,,0.012,,0.002,0.002
3383,,0.018,,0.266,0.266
3384,,0.03,,0.021,0.021
3385,,0.051,,0.461,0.461
3386,,0.088,,0.33,0.33
3387,,0.028,,0.085,0.085
3388,,0.005,,0.075,0.075
3389,,0.006,,0.025,0.025
3390,,0.075,,0.021,0.021
3391,,0.018,,0.107,0.107
3392,,0.025,,0.044,0.044
3393,,0.003,,0.003,0.003
3394,,0.01,,0.009,0.009
3395,,0.006,,0.019,0.019
3396,,0.012,,0.18,0.18
3397,,0.004,,0.046,0.046
3398,,0.035,,0.08,0.08
3399,,0.015,,0.033,0.033
3400,,0.066,0.537,0.023,0.023
3401,,0.011,,0.02,0.02
3402,,0.019,,0.031,0.031
3403,,0.009,,0.008,0.008
3404,,0.039,,0.033,0.033
3405,,0.007,,0.008,0.008
3406,,0.009,,0.042,0.042
3407,,0.007,,0.036,0.036
3408,,0.009,,0.042,0.042
3409,,0.024,,0.016,0.016
3410,,0.026,,0.007,0.007
3411,,0.016,,0.049,0.049
3412,,0.006,,0.042,0.042
3413,,0.05,,0.024,0.024
3414,,0.012,,0.014,0.014
3415,,0.001,,0.107,0.107
3416,,0.002,,0.005,0.005
3417,,0.013,,0.246,0.246
3418,,0.047,,0.021,0.021
3419,,0.012,,0.015,0.015
3420,,0.001,0.32,0.013,0.013
3421,,0.017,,0.012,0.012
3422,,0.021,,0.005,0.005
3423,,0.006,,0.028,0.028
3424,,0.018,,0.012,0.012
3425,,0.023,,0.109,0.109
3426,,0.012,,0.002,0.002
3427,,0.048,,0.019,0.019
3428,,0.015,,0.174,0.174
3429,,0.003,,0.005,0.005
3430,,0.002,,0.005,0.005
3431,,0.082,,0.035,0.035
3432,,0.015,,0.01,0.01
3433,,0.023,,0.059,0.059
3434,,0.001,,0.009,0.009
3435,,0.003,,0.077,0.077
3436,,0,,1.041,1.041
3437,,0.108,,0.064,0.064
3438,,0.115,,0.102,0.102
3439,,0.051,,0.004,0.004
3440,,0.007,0.57,0.1,0.1
3441,,0.003,,0.035,0.035
3442,,0.001,,0.006,0.006
3443,,0.01,,0.059,0.059
3444,,0.003,,0.021,0.021
3445,,0.009,,0.042,0.042
3446,,0.003,,0.101,0.101
3447,,0.044,,0.084,0.084
3448,,0.008,,0.106,0.106
3449,,0.007,,0.084,0.084
3450,,0.003,,0.012,0.012
3451,,0.018,,0.027,0.027
3452,,0.019,,0.272,0.272
3453,,0.017,,0.198,0.198
3454,,0.018,,0.044,0.044
3455,,0.01,,0.003,0.003
3456,,0.015,,0.021,0.021
3457,,0.011,,0.014,0.014
3458,,0.071,,0.03,0.03
3459,,0.004,,0.091,0.091
3460,,0.05,0.324,0.214,0.214
3461,,0.143,,0.095,0.095
3462,,0.035,,0.082,0.082
3463,,0.011,,0.056,0.056
3464,,0.002,,0.073,0.073
3465,,0.004,,0.027,0.027
3466,,0.003,,0.032,0.032
3467,,0.024,,0.052,0.052
3468,,0.023,,0.132,0.132
3469,,0.001,,0.016,0.016
3470,,0.043,,0.047,0.047
3471,,0.055,,0.157,0.157
3472,,0.022,,0.091,0.091
3473,,0.005,,0.006,0.006
3474,,0.065,,0.062,0.062
3475,,0.007,,0.088,0.088
3476,,0.009,,0.026,0.026
3477,,0.006,,0.007,0.007
3478,,0.004,,0.033,0.033
3479,,0.006,,0.504,0.504
3480,,0.002,0.47,0.01,0.01
3481,,0.001,,0.039,0.039
3482,,0.004,,0.048,0.048
3483,,0.004,,0.029,0.029
3484,,0.004,,0.04,0.04
3485,,0.026,,0.048,0.048
3486,,0.007,,0.009,0.009
3487,,0.002,,0.121,0.121
3488,,0.004,,0.002,0.002
3489,,0.025,,0.094,0.094
3490,,0.006,,0.041,0.041
3491,,0,,0.033,0.033
3492,,0.002,,0.023,0.023
3493,,0.002,,0.033,0.033
3494,,0.006,,0.142,0.142
3495,,0.001,,0.042,0.042
3496,,0.003,,0.007,0.007
3497,,0.01,,0.009,0.009
3498,,0.001,,0.015,0.015
3499,,0.001,,0.134,0.134
3500,,0.002,0.111,0.056,0.056
3501,,0.006,,0.054,0.054
3502,,0.01,,0.079,0.079
3503,,0.095,,0.073,0.073
3504,,0.001,,0.051,0.051
3505,,0.023,,0.01,0.01
3506,,0.094,,0.002,0.002
3507,,0.004,,0.068,0.068
3508,,0.065,,0.065,0.065
3509,,0.014,,0.059,0.059
3510,,0.001,,0.009,0.009
3511,,0.002,,0.098,0.098
3512,,0.033,,0.087,0.087
3513,,0.025,,0.028,0.028
3514,,0.013,,0.075,0.075
3515,,0.011,,0.022,0.022
3516,,0.006,,0.122,0.122
3517,,0.02,,0.003,0.003
3518,,0.008,,0.03,0.03
3519,,0.013,,0.037,0.037
3520,,0.006,0.45,0.016,0.016
3521,,0.029,,0.008,0.008
3522,,0.206,,0.112,0.112
3523,,0.012,,0.035,0.035
3524,,0.002,,0.04,0.04
3525,,0.035,,0.057,0.057
3526,,0.009,,0.033,0.033
3527,,0.002,,0.021,0.021
3528,,0.002,,0.012,0.012
3529,,0.032,,0.054,0.054
3530,,0.006,,0.054,0.054
3531,,0.002,,0.036,0.036
3532,,0.007,,0.002,0.002
3533,,0.016,,0.216,0.216
3534,,0.005,,0.01,0.01
3535,,0.01,,0.009,0.009
3536,,0.055,,0.034,0.034
3537,,0.026,,0.125,0.125
3538,,0.198,,0.41,0.41
3539,,0.003,,0.023,0.023
3540,,0.005,0.662,0.008,0.008
3541,,0.036,,0.053,0.053
3542,,0.021,,0.004,0.004
3543,,0.15,,0.014,0.014
3544,,0.02,,0.011,0.011
3545,,0.001,,0.113,0.113
3546,,0.254,,0.028,0.028
3547,,0.024,,0.064,0.064
3548,,0.017,,0.112,0.112
3549,,0.007,,0.033,0.033
3550,,0.007,,0.397,0.397
3551,,0.014,,0.017,0.017
3552,,0.005,,0.07,0.07
3553,,0.012,,0.024,0.024
3554,,0.005,,0.017,0.017
3555,,0.002,,0.06,0.06
3556,,0.04,,0.025,0.025
3557,,0.066,,0.077,0.077
3558,,0.033,,0.063,0.063
3559,,0.004,,0.053,0.053
3560,,0.01,0.728,0.162,0.162
3561,,0.01,,0.045,0.045
3562,,0.006,,0.052,0.052
3563,,0.054,,0.055,0.055
3564,,0.002,,0.124,0.124
3565,,0.064,,0.054,0.054
3566,,0.151,,0.113,0.113
3567,,0.007,,0.05,0.05
3568,,0.005,,0.021,0.021
3569,,0.008,,0.074,0.074
3570,,0.005,,0.011,0.011
3571,,0.002,,0.093,0.093
3572,,0.04,,0.011,0.011
3573,,0.004,,0.011,0.011
3574,,0.092,,0.001,0.001
3575,,0.006,,0.215,0.215
3576,,0.009,,0.019,0.019
3577,,0.017,,0.031,0.031
3578,,0.036,,0.315,0.315
3579,,0.03,,0.094,0.094
3580,,0.003,0.551,0.135,0.135
3581,,0.053,,0.012,0.012
3582,,0.007,,0.068,0.068
3583,,0.012,,0.023,0.023
3584,,0.016,,0.098,0.098
3585,,0.013,,0.34,0.34
3586,,0.01,,0.013,0.013
3587,,0.021,,0.023,0.023
3588,,0.038,,0.022,0.022
3589,,0.003,,0.565,0.565
3590,,0.014,,0.015,0.015
3591,,0.004,,0.037,0.037
3592,,0.014,,0.317,0.317
3593,,0.006,,0.243,0.243
3594,,0.035,,0.017,0.017
3595,,0.004,,0.031,0.031
3596,,0.048,,0.225,0.225
3597,,0.001,,0.127,0.127
3598,,0.003,,0.107,0.107
3599,,0,,0.208,0.208
3600,,0.27,0.572,0.122,0.122
3601,,0.001,,0.113,0.113
3602,,0,,0.104,0.104
3603,,0.008,,0.037,0.037
3604,,0.005,,0.055,0.055
3605,,0.006,,0.017,0.017
3606,,0.014,,0.047,0.047
3607,,0.005,,0.048,0.048
3608,,0.012,,0.059,0.059
3609,,0.03,,0.048,0.048
3610,,0.005,,0.075,0.075
3611,,0.012,,0.007,0.007
3612,,0.005,,0.035,0.035
3613,,0.003,,0.082,0.082
3614,,0.023,,0.062,0.062
3615,,0.024,,0.026,0.026
3616,,0.015,,0.013,0.013
3617,,0.006,,0.008,0.008
3618,,0.003,,0.106,0.106
3619,,0.06,,0.03,0.03
3620,,0.121,0.358,0.029,0.029
3621,,0.155,,0.086,0.086
3622,,0.074,,0.019,0.019
3623,,0.215,,0.017,0.017
3624,,0.075,,0.013,0.013
3625,,0.012,,0.024,0.024
3626,,0.001,,0.008,0.008
3627,,0.03,,0.165,0.165
3628,,0.009,,0.014,0.014
3629,,0.01,,0.004,0.004
3630,,0.064,,0.005,0.005
3631,,0.236,,0.033,0.033
3632,,0.04,,0.676,0.676
3633,,0.002,,0.004,0.004
3634,,0.002,,0.04,0.04
3635,,0.009,,0.091,0.091
3636,,0.017,,0.007,0.007
3637,,0.023,,0.097,0.097
3638,,0.006,,0.072,0.072
3639,,0.11,,0.008,0.008
3640,,0.035,1.125,0.016,0.016
3641,,0.129,,0.468,0.468
3642,,0.077,,0.067,0.067
3643,,0.014,,0.117,0.117
3644,,0.122,,0.042,0.042
3645,,0.053,,0.025,0.025
3646,,0.071,,0.082,0.082
3647,,0.024,,0.046,0.046
3648,,0.013,,0.027,0.027
3649,,0.014,,0.029,0.029
3650,,0.005,,0.038,0.038
3651,,0.015,,0.618,0.618
3652,,0.011,,0.026,0.026
3653,,0.063,,0.026,0.026
3654,,0.037,,0.104,0.104
3655,,0.006,,0.096,0.096
3656,,0.029,,0.081,0.081
3657,,0.025,,0.046,0.046
3658,,0.002,,0.008,0.008
3659,,0.015,,0.017,0.017
3660,,0.003,0.728,0.169,0.169
3661,,0.001,,0.301,0.301
3662,,0.001,,0.138,0.138
3663,,0.002,,0.063,0.063
3664,,0.003,,0.139,0.139
3665,,0.001,,0.104,0.104
3666,,0.014,,0.101,0.101
3667,,0.064,,0.091,0.091
3668,,0.026,,0.095,0.095
3669,,0.014,,0.061,0.061
3670,,0.019,,0.087,0.087
3671,,0.056,,0.07,0.07
3672,,0.004,,0.062,0.062
3673,,0.001,,0.063,0.063
3674,,0.004,,0.235,0.235
3675,,0.034,,0.09,0.09
3676,,0.073,,0.029,0.029
3677,,0.028,,0.024,0.024
3678,,0.041,,0.288,0.288
3679,,0.007,,0.041,0.041
3680,,0.042,0.435,0.043,0.043
3681,,0.047,,0.041,0.041
3682,,0.022,,0.013,0.013
3683,,0.016,,0.031,0.031
3684,,0.003,,0.024,0.024
3685,,0.005,,0.054,0.054
3686,,0.036,,0.123,0.123
3687,,0.081,,0.102,0.102
3688,,0.098,,0.16,0.16
3689,,0.069,,0.022,0.022
3690,,0.027,,0.091,0.091
3691,,0.012,,0.133,0.133
3692,,0.002,,0.022,0.022
3693,,0.043,,0.066,0.066
3694,,0.055,,0.082,0.082
3695,,0.021,,0.048,0.048
3696,,0.007,,0.39,0.39
3697,,0.004,,0.102,0.102
3698,,0.003,,0.019,0.019
3699,,0.002,,0.153,0.153
3700,,0.062,0.615,0.017,0.017
3701,,0.001,,0.034,0.034
3702,,0.012,,0.026,0.026
3703,,0.002,,0.062,0.062
3704,,0.124,,0.044,0.044
3705,,0.066,,0.024,0.024
3706,,0.013,,0.033,0.033
3707,,0.004,,0.093,0.093
3708,,0.003,,0.046,0.046
3709,,0.01,,0.014,0.014
3710,,0.001,,0.023,0.023
3711,,0.036,,0.009,0.009
3712,,0.011,,0.009,0.009
3713,,0.005,,0.024,0.024
3714,,0.01,,0.019,0.019
3715,,0.013,,0.004,0.004
3716,,0.002,,0.014,0.014
3717,,0.002,,0.155,0.155
3718,,0.002,,0.113,0.113
3719,,0.01,,0.084,0.084
3720,,0.039,0.366,0.02,0.02
3721,,0.055,,0.567,0.567
3722,,0.013,,0.013,0.013
3723,,0.004,,0.035,0.035
3724,,0.077,,0.007,0.007
3725,,0.015,,0.021,0.021
3726,,0.063,,0.057,0.057
3727,,0.002,,0.006,0.006
3728,,0.007,,0.022,0.022
3729,,0.2,,0.124,0.124
3730,,0.04,,0.038,0.038
3731,,0,,0.033,0.033
3732,,0.011,,0.046,0.046
3733,,0.004,,0.031,0.031
3734,,0.019,,0.028,0.028
3735,,0.063,,0.018,0.018
3736,,0.015,,0.017,0.017
3737,,0.003,,0.058,0.058
3738,,0,,0.005,0.005
3739,,0.533,,0.128,0.128
3740,,0.007,1.131,0.012,0.012
3741,,0.008,,0.028,0.028
3742,,0.029,,0.111,0.111
3743,,0.01,,0.024,0.024
3744,,0.005,,0.01,0.01
3745,,0.01,,0.008,0.008
3746,,0.085,,0.099,0.099
3747,,0.054,,0.006,0.006
3748,,0.033,,0.057,0.057
3749,,0.064,,0.029,0.029
3750,,0.129,,0.012,0.012
3751,,0.072,,0.026,0.026
3752,,0.033,,0.012,0.012
3753,,0.112,,0.056,0.056
3754,,0.031,,0.027,0.027
3755,,0.009,,0.024,0.024
3756,,0.022,,0.026,0.026
3757,,0.028,,0.052,0.052
3758,,0.095,,0.045,0.045
3759,,0.005,,0.006,0.006
3760,,0.003,0.837,0.006,0.006
3761,,0,,0.028,0.028
3762,,0.005,,0.029,0.029
3763,,0.002,,0.101,0.101
3764,,0.032,,0.06,0.06
3765,,0.024,,0.042,0.042
3766,,0.025,,0.042,0.042
3767,,0.333,,0.01,0.01
3768,,0.068,,0.018,0.018
3769,,0.007,,0.083,0.083
3770,,0.001,,0.069,0.069
3771,,0.019,,0.021,0.021
3772,,0.008,,0.029,0.029
3773,,0.016,,0.013,0.013
3774,,0.022,,0.012,0.012
3775,,0.014,,0.148,0.148
3776,,0.195,,0.015,0.015
3777,,0.016,,0.128,0.128
3778,,0.029,,0.075,0.075
3779,,0.028,,0.014,0.014
3780,,0.013,0.857,0.006,0.006
3781,,0.093,,0.086,0.086
3782,,0.037,,0.199,0.199
3783,,0.014,,0.133,0.133
3784,,0.021,,0.029,0.029
3785,,0.069,,0.008,0.008
3786,,0.026,,0.022,0.022
3787,,0.007,,0.037,0.037
3788,,0.12,,0.118,0.118
3789,,0.027,,0.012,0.012
3790,,0.007,,0.019,0.019
3791,,0.043,,0.173,0.173
3792,,0.026,,0.005,0.005
3793,,0.034,,0.013,0.013
3794,,0.004,,0.039,0.039
3795,,0.003,,0.073,0.073
3796,,0.001,,0.008,0.008
3797,,0.007,,0.022,0.022
3798,,0.018,,0.009,0.009
3799,,0.008,,0.005,0.005
3800,,0.024,0.589,0.025,0.025
3801,,0.049,,0.029,0.029
3802,,0.017,,0.595,0.595
3803,,0.001,,0.018,0.018
3804,,0.011,,0.09,0.09
3805,,0.144,,0.022,0.022
3806,,0.003,,0.014,0.014
3807,,0.003,,0.014,0.014
3808,,0.007,,0.006,0.006
3809,,0.004,,0.005,0.005
3810,,0.038,,0.11,0.11
3811,,0.033,,0.375,0.375
3812,,0.014,,0.064,0.064
3813,,0.02,,0.036,0.036
3814,,0.056,,0.195,0.195
3815,,0.131,,0.103,0.103
3816,,0.013,,0.334,0.334
3817,,0.04,,0.139,0.139
3818,,0.005,,0.044,0.044
3819,,0.006,,0.031,0.031
3820,,0.01,0.605,0.021,0.021
3821,,0.004,,0.069,0.069
3822,,0.011,,0.098,0.098
3823,,0.001,,0.062,0.062
3824,,0.005,,0.05,0.05
3825,,0.018,,0.033,0.033
3826,,0.073,,0.161,0.161
3827,,0.009,,0.029,0.029
3828,,0.02,,0.052,0.052
3829,,0.008,,0.059,0.059
3830,,0.127,,0.012,0.012
3831,,0.001,,0.085,0.085
3832,,0.007,,0.199,0.199
3833,,0.002,,0.097,0.097
3834,,0.01,,0.005,0.005
3835,,0.001,,0.079,0.079
3836,,0.002,,0.126,0.126
3837,,0.1,,0.012,0.012
3838,,0.038,,0.075,0.075
3839,,0.002,,0.181,0.181
3840,,0.012,0.451,0.085,0.085
3841,,0.001,,0.099,0.099
3842,,0.023,,0.22,0.22
3843,,0.002,,0.103,0.103
3844,,0.001,,0.041,0.041
3845,,0.024,,0.02,0.02
3846,,0.005,,0.028,0.028
3847,,0.023,,0.123,0.123
3848,,0.035,,0.148,0.148
3849,,0.003,,0.035,0.035
3850,,0.004,,0.038,0.038
3851,,0.085,,0.629,0.629
3852,,0.021,,0.114,0.114
3853,,0.118,,0.064,0.064
3854,,0.014,,0.061,0.061
3855,,0.027,,0.06,0.06
3856,,0.002,,0.006,0.006
3857,,0.005,,0.095,0.095
3858,,0.062,,0.064,0.064
3859,,0.024,,0.064,0.064
3860,,0.01,0.489,0.019,0.019
3861,,0.053,,0.406,0.406
3862,,0.002,,0.098,0.098
3863,,0.005,,0.049,0.049
3864,,0.089,,0.175,0.175
3865,,0.004,,0.047,0.047
3866,,0.007,,0.046,0.046
3867,,0.128,,0.082,0.082
3868,,0.036,,0.015,0.015
3869,,0.012,,0.019,0.019
3870,,0.051,,0.064,0.064
3871,,0.006,,0.178,0.178
3872,,0.006,,0.271,0.271
3873,,0.026,,0.028,0.028
3874,,0.025,,0.038,0.038
3875,,0.016,,0.043,0.043
3876,,0.004,,0.036,0.036
3877,,0.002,,0.068,0.068
3878,,0.001,,0.023,0.023
3879,,0.007,,0.05,0.05
3880,,0.005,0.485,0.301,0.301
3881,,0.47,,0.01,0.01
3882,,0.002,,0.045,0.045
3883,,0.002,,0.053,0.053
3884,,0.139,,0.023,0.023
3885,,0.054,,0.091,0.091
3886,,0.067,,0.054,0.054
3887,,0.061,,0.129,0.129
3888,,0.051,,0.027,0.027
3889,,0.034,,0.046,0.046
3890,,0.039,,0.02,0.02
3891,,0.05,,0.732,0.732
3892,,0.064,,0.055,0.055
3893,,0.05,,0.032,0.032
3894,,0.324,,0.031,0.031
3895,,0.046,,0.048,0.048
3896,,0.109,,0.012,0.012
3897,,0.14,,0.077,0.077
3898,,0.172,,0.065,0.065
3899,,0.06,,0.023,0.023
3900,,0.088,2.022,0.146,0.146
3901,,0.043,,0.053,0.053
3902,,0.044,,0.009,0.009
3903,,0.003,,0.104,0.104
3904,,0.726,,0.033,0.033
3905,,0.086,,0.042,0.042
3906,,0.347,,0.051,0.051
3907,,0.03,,0.018,0.018
3908,,0.03,,0.439,0.439
3909,,0.007,,0.071,0.071
3910,,0.083,,0.03,0.03
3911,,0.025,,0.046,0.046
3912,,0.046,,0.025,0.025
3913,,0.098,,0.069,0.069
3914,,0.068,,0.076,0.076
3915,,0.191,,0.03,0.03
3916,,0.127,,0.011,0.011
3917,,0.024,,0.027,0.027
3918,,0.073,,0.014,0.014
3919,,0.021,,0.033,0.033
3920,,0.511,2.583,0.005,0.005
3921,,0.042,,0.019,0.019
3922,,0.053,,0.054,0.054
3923,,0.045,,0.039,0.039
3924,,0.09,,0.004,0.004
3925,,0.095,,0.17,0.17
3926,,0.16,,0.044,0.044
3927,,0.022,,0.037,0.037
3928,,0.067,,0.006,0.006
3929,,0.083,,0.007,0.007
3930,,0.241,,0.011,0.011
3931,,0.035,,0.192,0.192
3932,,0.006,,0.076,0.076
3933,,0.041,,0.023,0.023
3934,,0.01,,0.015,0.015
3935,,0.019,,0.062,0.062
3936,,0.071,,0.009,0.009
3937,,0.122,,0.272,0.272
3938,,0.022,,0.093,0.093
3939,,0.014,,0.012,0.012
3940,,0.016,1.254,0.067,0.067
3941,,0.04,,0.004,0.004
3942,,0.022,,0.135,0.135
3943,,0.004,,0.01,0.01
3944,,0.048,,0.502,0.502
3945,,0.12,,0.035,0.035
3946,,0.05,,0.371,0.371
3947,,0.054,,0.014,0.014
3948,,0.034,,0.03,0.03
3949,,0.075,,0.096,0.096
3950,,0.023,,0.025,0.025
3951,,0.016,,0.238,0.238
3952,,0.028,,0.039,0.039
3953,,0.04,,0.06,0.06
3954,,0.003,,0.028,0.028
3955,,0.026,,0.067,0.067
3956,,0.261,,0.064,0.064
3957,,0.026,,0.047,0.047
3958,,0.081,,0.056,0.056
3959,,0.035,,0.03,0.03
3960,,0.059,1.045,0.03,0.03
3961,,0.016,,0.099,0.099
3962,,0.089,,0.025,0.025
3963,,0.002,,0.019,0.019
3964,,0.011,,0.021,0.021
3965,,0.009,,0.044,0.044
3966,,0.011,,0.026,0.026
3967,,0.045,,0.01,0.01
3968,,0.036,,0.046,0.046
3969,,0.029,,0.103,0.103
3970,,0.012,,0.008,0.008
3971,,0.043,,0.017,0.017
3972,,0.009,,0.006,0.006
3973,,0.006,,0.022,0.022
3974,,0.004,,0.081,0.081
3975,,0.014,,0.035,0.035
3976,,0.02,,0.011,0.011
3977,,0.13,,0.024,0.024
3978,,0.029,,0.072,0.072
3979,,0.017,,0.021,0.021
3980,,0.014,0.546,0.012,0.012
3981,,0.068,,0.015,0.015
3982,,0.02,,0.021,0.021
3983,,0.002,,0.065,0.065
3984,,0.017,,0.087,0.087
3985,,0.003,,0.041,0.041
3986,,0.029,,0.012,0.012
3987,,0.002,,0.005,0.005
3988,,0.004,,0.013,0.013
3989,,0.142,,0.005,0.005
3990,,0.013,,0.064,0.064
3991,,0.042,,0.002,0.002
3992,,0.002,,0.125,0.125
3993,,0.008,,0.024,0.024
3994,,0.023,,0.008,0.008
3995,,0.047,,0.023,0.023
3996,,0.037,,0.01,0.01
3997,,0.005,,0.027,0.027
3998,,0.039,,0.033,0.033
3999,,0.555,,0.014,0.014
4000,,0.057,1.115,0.033,0.033
4001,,0.063,,0.001,0.001
4002,,0.001,,0.013,0.013
4003,,0.112,,67.746,0.023
4004,,0.084,,0.023,0.023
4005,,0.011,,0.01,0.01
4006,,0,,0.053,0.053
4007,,0.117,,0.007,0.007
4008,,0.076,,0.025,0.025
4009,,0.499,,0.141,0.141
4010,,0.009,,0.002,0.002
4011,,0.197,,0.033,0.033
4012,,0.004,,0.008,0.008
4013,,0.016,,0.041,0.041
4014,,0.019,,0.157,0.157
4015,,0.028,,0.019,0.019
4016,,0.078,,0.022,0.022
4017,,0.2,,0.012,0.012
4018,,0.027,,0.008,0.008
4019,,0.034,,0.025,0.025
4020,,0.187,1.762,0.003,0.003
4021,,0.01,,0.091,0.091
4022,,0.018,,0.206,0.206
4023,,0.12,,0.003,0.003
4024,,0.04,,0.031,0.031
4025,,0.016,,0.019,0.019
4026,,0.092,,0.04,0.04
4027,,0.039,,0.021,0.021
4028,,0.06,,0.005,0.005
4029,,0.035,,0.033,0.033
4030,,0.018,,0.071,0.071
4031,,0.136,,0,0
4032,,0.032,,0.019,0.019
